Istasyon_No,Istasyon_Adi,YIL,AY,ORTALAMA_SICAKLIK_°C
17891,GÖLHİSAR,2014,6,18.4
17891,GÖLHİSAR,2014,7,22.9
17891,GÖLHİSAR,2014,8,23.3
17891,GÖLHİSAR,2014,9,17.8
17891,GÖLHİSAR,2014,10,12.3
17891,GÖLHİSAR,2014,11,6.7
17891,GÖLHİSAR,2014,12,5.6
17891,GÖLHİSAR,2014,13,12.4
17891,GÖLHİSAR,2015,1,1.9
17891,GÖLHİSAR,2015,2,3.1
17891,GÖLHİSAR,2015,3,6.6
17891,GÖLHİSAR,2015,4,8.9
17891,GÖLHİSAR,2015,5,14.2
17891,GÖLHİSAR,2015,6,17.3
17891,GÖLHİSAR,2015,7,22.4
17891,GÖLHİSAR,2015,8,22.7
17891,GÖLHİSAR,2015,9,19.9
17891,GÖLHİSAR,2015,10,13.8
17891,GÖLHİSAR,2015,11,7.7
17891,GÖLHİSAR,2015,12,1.6
17891,GÖLHİSAR,2015,13,12.1
17891,GÖLHİSAR,2016,1,1.3
17891,GÖLHİSAR,2016,2,6.9
17891,GÖLHİSAR,2016,3,7.5
17891,GÖLHİSAR,2016,4,13.8
17891,GÖLHİSAR,2016,5,14.4
17891,GÖLHİSAR,2016,6,20.6
17891,GÖLHİSAR,2016,7,23.5
17891,GÖLHİSAR,2016,8,23.2
17891,GÖLHİSAR,2016,9,17.2
17891,GÖLHİSAR,2016,10,13.8
17891,GÖLHİSAR,2016,11,6.4
17891,GÖLHİSAR,2016,12,-0.3
17891,GÖLHİSAR,2016,13,12.3
17891,GÖLHİSAR,2017,1,-1.0
17891,GÖLHİSAR,2017,2,3.1
17891,GÖLHİSAR,2017,3,7.0
17891,GÖLHİSAR,2017,4,10.6
17891,GÖLHİSAR,2017,5,15.0
17891,GÖLHİSAR,2017,6,19.4
17891,GÖLHİSAR,2017,7,23.8
17891,GÖLHİSAR,2017,8,22.0
17891,GÖLHİSAR,2017,9,19.5
17891,GÖLHİSAR,2017,10,12.3
17891,GÖLHİSAR,2017,11,5.9
17891,GÖLHİSAR,2017,12,4.1
17891,GÖLHİSAR,2017,13,11.9
17891,GÖLHİSAR,2018,1,2.7
17891,GÖLHİSAR,2018,2,6.0
17891,GÖLHİSAR,2018,3,8.9
17891,GÖLHİSAR,2018,4,13.3
17891,GÖLHİSAR,2018,5,15.9
17891,GÖLHİSAR,2018,6,19.4
17891,GÖLHİSAR,2018,7,23.3
